latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.351492,86.65327,4.0,19800,Asia/Kolkata,GMT+5:30

time,wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),precipitation_sum (mm),surface_pressure_mean (hPa)
2022-08-10,22.2,39.6,37.70,995.3
2022-08-11,20.7,38.2,15.20,999.2
2022-08-12,14.1,34.2,18.10,1000.0
2022-08-13,18.8,35.3,91.60,997.4
2022-08-14,27.4,51.5,33.10,997.2
2022-08-15,32.0,60.5,6.10,1002.9
2022-08-16,18.6,34.6,1.30,1005.1
2022-08-17,15.5,34.9,3.80,1003.4
2022-08-18,15.1,28.8,15.00,1000.3
2022-08-19,24.5,45.7,52.90,998.1
2022-08-20,22.9,43.2,5.70,998.5
2022-08-21,18.5,36.7,3.40,999.8
2022-08-22,12.2,26.6,5.20,1000.4
2022-08-23,9.8,21.2,18.60,1002.4
2022-08-24,14.3,29.9,33.70,1004.5
2022-08-25,16.3,32.4,1.10,1003.7
2022-08-26,16.7,32.0,0.90,1002.8
2022-08-27,20.5,37.8,7.90,1002.8
2022-08-28,17.3,36.4,7.00,1004.2
2022-08-29,15.7,32.8,1.00,1006.8
2022-08-30,13.7,28.1,1.10,1007.5
2022-08-31,17.9,36.7,1.10,1006.3
2022-09-01,18.5,35.6,0.00,1006.7
2022-09-02,16.3,33.1,1.50,1007.1
2022-09-03,21.9,42.5,5.00,1005.3
2022-09-04,17.6,34.2,19.60,1004.3
2022-09-05,14.7,30.2,1.80,1004.5
2022-09-06,15.0,31.0,2.50,1005.0
2022-09-07,14.7,31.3,4.20,1005.2
2022-09-08,24.1,45.4,16.60,1005.4
2022-09-09,25.7,51.8,17.20,1004.4
2022-09-10,27.2,50.0,32.20,1002.2
2022-09-11,28.9,50.4,25.40,1000.8
2022-09-12,30.3,55.8,7.90,1001.6
2022-09-13,27.0,54.0,15.40,1004.7
2022-09-14,26.4,47.9,1.00,1006.4
2022-09-15,16.1,34.2,4.40,1005.6
2022-09-16,13.8,35.3,7.50,1002.9
2022-09-17,11.8,26.6,6.10,1002.4
2022-09-18,10.1,24.8,6.60,1002.9
2022-09-19,21.1,41.4,11.90,1001.4
2022-09-20,18.8,34.9,2.30,1001.0
2022-09-21,19.5,39.2,6.80,1003.3
2022-09-22,19.7,39.6,6.80,1004.4
2022-09-23,14.5,29.2,4.80,1005.0
2022-09-24,12.7,33.1,7.10,1005.1
2022-09-25,9.7,25.6,1.50,1005.7
2022-09-26,11.4,26.6,3.40,1006.5
2022-09-27,12.4,28.8,4.40,1005.3
2022-09-28,11.8,25.6,1.10,1004.3
2022-09-29,13.7,30.2,2.20,1003.9
2022-09-30,15.0,31.0,1.40,1003.9
2022-10-01,21.8,44.3,8.60,1003.0
2022-10-02,11.1,28.4,2.40,1002.2
2022-10-03,13.4,27.4,15.50,1002.9
2022-10-04,23.3,48.2,23.00,1005.6
2022-10-05,18.2,39.6,12.30,1007.7
2022-10-06,19.9,41.4,24.40,1008.8
2022-10-07,19.2,38.2,4.30,1009.1
2022-10-08,17.7,36.0,10.20,1009.5
2022-10-09,15.7,32.4,3.80,1010.4
2022-10-10,14.2,29.2,4.40,1011.4
2022-10-11,15.1,29.5,4.50,1010.0
2022-10-12,12.3,26.6,0.60,1009.7
2022-10-13,9.3,22.3,0.80,1009.4
2022-10-14,11.7,27.0,6.50,1009.0
2022-10-15,12.3,27.4,0.30,1008.8
2022-10-16,16.0,33.1,0.40,1010.5
2022-10-17,19.1,37.4,0.00,1010.7
2022-10-18,17.7,35.3,0.40,1009.9
2022-10-19,17.1,33.5,0.20,1009.8
2022-10-20,21.5,42.8,0.10,1011.3
2022-10-21,21.4,41.0,0.00,1012.2
2022-10-22,22.4,42.5,0.00,1011.7
2022-10-23,25.9,54.4,9.00,1008.6
2022-10-24,25.9,49.3,0.90,1003.5
2022-10-25,10.8,20.9,0.00,1008.4
2022-10-26,9.7,15.5,0.00,1011.9
2022-10-27,8.7,17.6,0.00,1011.8
2022-10-28,12.7,23.8,0.00,1011.2
2022-10-29,17.1,32.4,0.00,1011.3
2022-10-30,11.2,23.0,0.00,1011.4
2022-10-31,15.1,30.6,0.00,1011.5
2022-11-01,14.2,28.1,0.00,1012.0
2022-11-02,14.7,29.5,0.10,1010.9
2022-11-03,9.6,20.5,0.30,1011.2
2022-11-04,11.7,22.7,0.00,1012.5
2022-11-05,12.0,22.7,0.00,1013.9
2022-11-06,12.0,23.0,0.00,1014.0
2022-11-07,9.1,19.4,0.10,1013.6
2022-11-08,10.0,20.9,0.00,1013.5
2022-11-09,14.9,29.5,0.00,1013.3
2022-11-10,17.0,32.8,0.10,1013.5
2022-11-11,13.8,28.8,0.00,1013.6
2022-11-12,14.4,29.2,0.00,1013.4
2022-11-13,14.5,29.5,0.00,1013.2
2022-11-14,14.2,26.6,0.00,1013.3
2022-11-15,11.6,25.2,0.00,1012.7
2022-11-16,14.8,29.9,0.00,1011.4
2022-11-17,18.3,36.4,0.00,1011.2
2022-11-18,21.4,41.0,0.00,1012.2
2022-11-19,23.0,43.6,0.00,1012.0
2022-11-20,17.1,34.2,0.00,1010.6
2022-11-21,16.6,33.5,0.00,1010.3
2022-11-22,13.4,28.4,0.00,1011.0
2022-11-23,14.5,29.2,0.00,1011.6
2022-11-24,15.5,31.0,0.00,1011.8
2022-11-25,15.5,32.0,0.00,1012.4
2022-11-26,11.6,24.8,0.00,1011.0
2022-11-27,12.3,23.4,0.00,1009.3
2022-11-28,17.3,33.8,0.00,1010.1
2022-11-29,17.3,34.2,0.00,1011.3
2022-11-30,15.1,31.0,0.00,1012.3
2022-12-01,16.8,33.5,0.00,1012.2
2022-12-02,13.6,26.6,0.00,1011.9
2022-12-03,13.5,28.8,0.00,1012.3
2022-12-04,13.7,27.7,0.00,1012.7
2022-12-05,15.5,32.0,0.00,1013.5
2022-12-06,18.2,36.4,0.00,1012.4
2022-12-07,19.2,37.8,0.00,1011.8
2022-12-08,18.3,37.1,0.00,1012.0
2022-12-09,18.3,36.7,0.00,1011.8
2022-12-10,16.6,33.8,0.00,1012.0
2022-12-11,15.1,29.5,0.00,1012.5
2022-12-12,10.5,23.0,0.00,1012.1
2022-12-13,10.0,20.5,0.00,1012.3
2022-12-14,16.7,33.8,0.00,1012.7
2022-12-15,15.7,32.0,0.00,1011.9
2022-12-16,16.1,33.1,0.00,1011.7
2022-12-17,15.3,31.7,0.00,1012.8
2022-12-18,15.3,31.7,0.00,1012.7
2022-12-19,12.1,24.1,0.00,1011.8
2022-12-20,14.4,29.2,0.00,1011.4
2022-12-21,15.0,29.2,0.00,1011.9
2022-12-22,12.4,25.6,0.00,1011.9
2022-12-23,15.1,31.0,0.00,1012.1
2022-12-24,10.6,18.0,0.00,1012.6
2022-12-25,12.1,25.2,0.00,1013.4
2022-12-26,11.0,19.8,0.00,1014.7
2022-12-27,15.5,30.6,0.60,1014.1
2022-12-28,15.7,31.3,0.10,1014.4
2022-12-29,15.2,30.2,0.50,1016.4
2022-12-30,9.4,17.3,0.00,1017.2
2022-12-31,13.3,27.7,0.00,1016.2
2023-01-01,11.2,25.6,0.50,1016.5
2023-01-02,9.9,22.0,1.90,1017.5
2023-01-03,16.2,33.5,0.40,1017.6
2023-01-04,18.1,36.4,0.00,1017.5
2023-01-05,19.9,39.2,0.00,1018.2
2023-01-06,16.4,32.8,0.00,1018.3
2023-01-07,13.4,28.8,0.00,1016.9
2023-01-08,15.4,31.7,0.00,1015.9
2023-01-09,13.7,28.8,0.00,1016.8
2023-01-10,12.4,24.5,0.00,1015.6
2023-01-11,11.3,24.1,0.00,1013.7
2023-01-12,12.6,27.0,0.00,1012.5
2023-01-13,17.7,34.9,0.00,1012.6
2023-01-14,15.5,31.3,0.00,1012.0
2023-01-15,11.3,25.2,0.00,1011.6
2023-01-16,16.6,33.8,0.00,1013.2
2023-01-17,12.3,28.8,0.60,1014.0
2023-01-18,13.4,29.5,2.40,1015.7
2023-01-19,17.4,33.8,2.00,1016.2
2023-01-20,13.7,28.4,0.00,1015.7
2023-01-21,11.5,25.6,0.00,1014.6
2023-01-22,11.6,25.6,0.00,1014.0
2023-01-23,10.0,21.6,0.00,1013.4
2023-01-24,11.5,24.5,0.00,1013.4
2023-01-25,10.2,19.8,0.00,1013.2
2023-01-26,12.3,24.5,0.00,1012.7
2023-01-27,16.3,32.8,0.00,1012.8
2023-01-28,18.2,37.4,0.00,1012.4
2023-01-29,15.8,33.5,0.00,1012.8
2023-01-30,15.4,32.4,0.00,1014.1
2023-01-31,12.5,27.4,0.00,1012.5
2023-02-01,18.3,37.1,0.00,1012.4
2023-02-02,20.0,39.6,0.00,1013.2
2023-02-03,12.6,28.4,0.00,1013.3
2023-02-04,13.3,28.4,0.00,1011.9
2023-02-05,14.7,31.7,0.00,1011.7
2023-02-06,15.1,31.7,0.00,1011.5
2023-02-07,18.5,37.1,0.00,1010.8
2023-02-08,18.4,36.4,0.00,1010.7
2023-02-09,14.8,32.0,0.00,1011.7
2023-02-10,13.8,29.5,0.00,1012.6
2023-02-11,17.5,31.3,0.00,1011.6
2023-02-12,13.7,27.4,0.00,1012.0
2023-02-13,14.8,31.3,0.00,1013.2
2023-02-14,11.9,26.6,0.00,1012.8
2023-02-15,14.3,31.3,0.00,1011.1
2023-02-16,18.2,34.6,1.80,1011.7
2023-02-17,12.4,28.1,1.30,1013.2
2023-02-18,12.6,27.0,0.00,1013.6
2023-02-19,14.4,27.7,0.00,1013.0
2023-02-20,20.7,40.3,0.40,1011.7
2023-02-21,18.7,37.4,0.00,1011.7
2023-02-22,20.6,41.4,0.00,1011.1
2023-02-23,23.8,44.3,0.00,1011.0
2023-02-24,20.9,41.0,0.00,1012.4
2023-02-25,12.3,26.3,0.00,1014.8
2023-02-26,12.2,27.0,0.00,1016.4
2023-02-27,16.9,33.8,0.00,1016.1
2023-02-28,15.9,32.8,0.00,1016.2
2023-03-01,14.8,30.6,0.00,1016.2
2023-03-02,14.3,29.9,0.00,1015.7
2023-03-03,15.0,29.5,0.00,1016.4
2023-03-04,13.5,27.7,0.00,1016.0
2023-03-05,11.9,27.0,0.00,1015.2
2023-03-06,12.3,27.4,0.00,1014.0
2023-03-07,12.2,27.4,0.00,1014.0
2023-03-08,12.7,25.9,0.00,1014.5
2023-03-09,14.9,31.3,0.00,1013.8
2023-03-10,13.4,28.1,0.00,1013.2
2023-03-11,11.8,26.6,0.00,1013.3
2023-03-12,12.5,26.3,0.00,1012.7
2023-03-13,14.8,29.2,0.00,1011.3
2023-03-14,15.5,32.0,0.00,1009.7
2023-03-15,13.8,34.2,0.00,1009.4
2023-03-16,16.4,36.0,0.00,1010.6
2023-03-17,14.4,31.3,3.00,1011.2
2023-03-18,13.4,28.1,0.80,1010.3
2023-03-19,17.5,34.9,8.60,1009.3
2023-03-20,26.1,49.7,5.10,1008.4
2023-03-21,20.9,39.2,0.20,1008.6
2023-03-22,13.8,30.2,0.00,1008.2
2023-03-23,14.1,31.0,0.80,1008.0
2023-03-24,10.6,27.4,1.00,1009.1
2023-03-25,17.2,33.5,0.40,1010.1
2023-03-26,20.6,40.0,0.10,1008.5
2023-03-27,17.6,36.7,0.90,1008.0
2023-03-28,14.6,31.3,0.50,1008.7
2023-03-29,21.3,41.4,2.60,1009.8
2023-03-30,20.4,38.5,0.60,1008.3
2023-03-31,16.9,32.4,2.80,1008.6
2023-04-01,16.6,32.0,12.80,1008.8
2023-04-02,16.7,36.0,0.10,1007.2
2023-04-03,15.5,34.2,1.50,1007.1
2023-04-04,22.5,45.4,0.00,1007.8
2023-04-05,19.4,38.9,0.00,1007.2
2023-04-06,11.5,25.9,7.30,1009.3
2023-04-07,11.8,23.8,0.00,1011.0
2023-04-08,14.3,30.2,0.00,1012.4
2023-04-09,12.8,25.9,0.00,1011.9
2023-04-10,14.9,29.5,0.00,1009.7
2023-04-11,11.7,27.0,0.00,1009.3
2023-04-12,12.7,22.7,0.00,1008.7
2023-04-13,15.2,28.4,0.00,1007.9
2023-04-14,16.8,32.4,0.00,1007.2
2023-04-15,14.4,31.7,0.00,1006.4
2023-04-16,10.8,23.0,0.00,1005.5
2023-04-17,16.2,33.5,0.00,1006.0
2023-04-18,16.2,31.0,0.00,1006.7
2023-04-19,14.5,29.2,0.00,1003.8
2023-04-20,17.9,45.4,0.30,1001.6
2023-04-21,26.7,52.6,0.00,1003.2
2023-04-22,16.0,34.6,0.10,1004.5
2023-04-23,13.5,52.9,6.70,1006.8
2023-04-24,19.3,48.6,30.70,1009.5
2023-04-25,7.6,20.9,1.30,1010.0
2023-04-26,16.5,31.3,0.00,1008.1
2023-04-27,16.8,32.8,0.10,1007.9
2023-04-28,15.6,34.9,4.10,1008.6
2023-04-29,13.8,28.1,0.00,1007.5
2023-04-30,17.6,41.8,0.40,1006.6
2023-05-01,16.3,33.5,0.90,1008.2
2023-05-02,15.1,31.0,0.00,1009.2
2023-05-03,19.0,41.8,6.50,1009.6
2023-05-04,13.3,31.7,3.80,1008.4
2023-05-05,19.5,38.9,2.50,1006.0
2023-05-06,13.7,28.4,0.20,1004.9
2023-05-07,16.0,32.4,0.00,1004.5
2023-05-08,12.6,28.8,0.00,1004.2
2023-05-09,16.0,34.2,0.00,1004.9
2023-05-10,16.0,34.6,0.00,1005.0
2023-05-11,15.2,28.8,0.00,1006.1
2023-05-12,18.4,37.4,0.20,1005.2
2023-05-13,27.2,53.3,0.20,1002.7
2023-05-14,19.8,34.9,0.00,1000.0
2023-05-15,27.1,52.6,0.00,1002.4
2023-05-16,31.6,59.0,6.40,1004.6
2023-05-17,26.8,51.1,0.40,1006.2
2023-05-18,29.5,56.2,0.00,1007.0
2023-05-19,26.1,50.0,18.10,1005.3
2023-05-20,21.7,44.3,0.00,1005.3
2023-05-21,24.6,48.2,1.40,1006.2
2023-05-22,25.5,50.0,0.00,1006.6
2023-05-23,22.7,43.6,0.00,1005.6
2023-05-24,24.8,49.0,0.00,1004.4
2023-05-25,25.3,52.9,0.10,1004.6
2023-05-26,25.6,49.3,0.00,1005.2
2023-05-27,20.4,43.9,0.70,1004.6
2023-05-28,13.4,31.0,0.40,1005.6
2023-05-29,14.3,29.2,0.00,1006.8
2023-05-30,21.2,44.6,0.00,1006.3
2023-05-31,21.2,43.6,0.70,1004.3
2023-06-01,12.4,31.0,0.00,1003.1
2023-06-02,17.5,36.7,0.00,1003.2
2023-06-03,23.5,46.1,0.30,1004.1
2023-06-04,22.6,44.6,0.00,1004.0
2023-06-05,15.7,34.9,0.00,1002.6
2023-06-06,17.9,43.2,0.00,1001.4
2023-06-07,31.6,60.5,1.90,1000.9
2023-06-08,18.6,33.1,0.00,999.9
2023-06-09,19.1,41.0,0.00,998.3
2023-06-10,18.4,38.9,0.00,997.7
2023-06-11,17.3,37.1,0.00,997.0
2023-06-12,19.5,38.5,0.00,997.2
2023-06-13,23.5,46.1,0.30,998.1
2023-06-14,25.6,50.0,0.30,999.4
2023-06-15,20.6,41.4,0.00,999.6
2023-06-16,21.1,41.8,0.00,999.3
2023-06-17,18.4,37.8,0.00,1001.1
2023-06-18,24.0,43.6,0.00,1001.7
2023-06-19,23.0,45.0,0.00,1001.8
2023-06-20,25.0,47.5,7.30,1001.5
2023-06-21,24.4,47.9,0.90,1001.8
2023-06-22,23.4,42.8,6.70,1001.5
2023-06-23,18.6,35.6,9.60,1000.9
2023-06-24,15.8,32.0,31.10,1000.0
2023-06-25,18.9,34.9,23.60,999.2
2023-06-26,23.0,42.8,15.20,999.5
2023-06-27,29.2,55.8,7.00,999.8
2023-06-28,31.6,59.8,14.50,1002.6
2023-06-29,22.5,44.3,7.20,1003.4
2023-06-30,19.7,41.0,8.10,1002.9
2023-07-01,21.6,40.7,21.00,1002.7
2023-07-02,14.1,35.6,7.00,1001.9
2023-07-03,17.7,38.9,13.10,1001.9
2023-07-04,14.7,32.8,0.30,1000.7
2023-07-05,11.4,25.9,19.30,999.0
2023-07-06,21.8,41.4,5.70,1000.3
2023-07-07,21.0,40.7,1.70,1002.3
2023-07-08,18.3,34.6,4.40,1004.0
2023-07-09,15.2,32.4,4.70,1003.5
2023-07-10,17.1,35.3,5.00,1003.2
2023-07-11,20.5,41.4,10.60,1002.9
2023-07-12,19.0,39.2,0.80,1002.9
2023-07-13,17.3,35.6,13.40,1003.1
2023-07-14,19.6,39.2,5.60,1003.0
2023-07-15,21.9,39.6,37.30,1001.9
2023-07-16,16.4,31.3,12.30,999.8
2023-07-17,15.6,32.0,8.30,998.5
2023-07-18,14.4,29.2,13.90,997.4
2023-07-19,16.7,35.6,5.90,996.1
2023-07-20,18.2,38.2,3.00,995.8
2023-07-21,19.1,38.9,6.30,998.8
2023-07-22,24.9,49.0,7.00,1001.7
2023-07-23,19.5,40.0,9.50,1003.1
2023-07-24,20.8,41.4,3.40,1001.5
2023-07-25,24.9,49.0,4.60,999.7
2023-07-26,25.5,47.5,6.40,999.4
2023-07-27,27.5,54.7,8.10,1000.0
2023-07-28,21.0,40.7,6.00,998.1
2023-07-29,13.4,30.6,20.40,997.7
2023-07-30,15.1,32.4,42.20,997.6
2023-07-31,15.8,31.7,34.40,997.7
2023-08-01,20.9,37.8,29.90,995.7
2023-08-02,26.0,49.0,40.80,995.4
2023-08-03,26.7,54.7,3.10,997.9
2023-08-04,24.0,46.8,4.70,1002.0
2023-08-05,20.2,41.8,9.10,1003.7
2023-08-06,22.4,42.5,12.70,1001.8
2023-08-07,19.6,44.3,5.60,1000.0
2023-08-08,15.8,34.9,0.00,1001.3
2023-08-09,18.6,41.0,1.00,1003.8
2023-08-10,14.3,29.5,2.30,1004.8
2023-08-11,15.4,31.7,0.90,1004.1
2023-08-12,15.2,39.2,11.10,1003.1
2023-08-13,12.6,26.3,14.50,1003.6
2023-08-14,12.8,28.1,7.10,1004.5
2023-08-15,14.2,31.0,4.90,1004.0
2023-08-16,14.2,30.2,17.40,1003.2
2023-08-17,8.7,24.8,17.20,1002.2
2023-08-18,12.3,24.8,29.90,1000.1
2023-08-19,21.3,41.0,6.00,1001.8
2023-08-20,23.0,45.0,1.60,1003.8
2023-08-21,17.0,34.2,7.50,1003.6
2023-08-22,17.1,34.6,8.10,1003.6
2023-08-23,19.6,39.2,28.20,1002.7
2023-08-24,18.0,37.8,9.10,1001.4
2023-08-25,17.7,36.0,17.60,1002.2
2023-08-26,22.1,42.5,19.50,1003.0
2023-08-27,16.6,34.6,1.30,1002.5
2023-08-28,16.0,32.8,0.10,1002.4
2023-08-29,12.2,27.0,2.40,1003.0
2023-08-30,13.5,27.4,1.20,1004.1
2023-08-31,7.6,19.1,4.10,1004.8
2023-09-01,9.7,23.0,3.70,1004.7
2023-09-02,17.4,36.7,17.80,1003.3
2023-09-03,12.7,33.5,10.60,1001.3
2023-09-04,11.0,25.6,8.20,999.7
2023-09-05,18.3,36.7,16.80,999.7
2023-09-06,15.9,33.1,5.60,1000.7
2023-09-07,13.6,28.1,4.20,1001.2
2023-09-08,23.7,46.8,10.70,1002.9
2023-09-09,20.2,40.3,7.60,1003.3
2023-09-10,19.5,39.6,1.30,1001.8
2023-09-11,19.2,36.7,2.50,1000.9
2023-09-12,13.4,33.1,13.70,1000.7
2023-09-13,15.3,35.3,75.80,999.0
2023-09-14,23.5,46.1,19.20,998.5
2023-09-15,21.8,42.8,8.30,1002.5
2023-09-16,13.2,24.1,15.90,1004.0
2023-09-17,5.8,22.0,3.50,1002.9
2023-09-18,10.2,25.6,2.90,1002.4
2023-09-19,10.2,26.6,39.70,1003.1
2023-09-20,14.2,27.7,8.90,1002.7
2023-09-21,24.5,47.2,3.80,1004.1
2023-09-22,22.4,43.9,9.40,1005.2
2023-09-23,21.4,44.6,2.80,1006.1
2023-09-24,17.1,41.0,14.70,1005.4
2023-09-25,15.8,33.5,20.00,1005.2
2023-09-26,12.0,27.4,4.00,1005.6
2023-09-27,9.2,22.0,0.80,1005.1
2023-09-28,9.0,20.9,0.50,1004.3
2023-09-29,9.9,22.3,0.70,1003.8
2023-09-30,15.1,27.7,12.50,1002.8
2023-10-01,19.1,37.4,6.90,1001.6
2023-10-02,14.9,36.0,70.20,1002.7
2023-10-03,23.9,45.7,41.40,1003.2
2023-10-04,12.9,30.2,35.90,1003.8
2023-10-05,17.7,33.1,0.20,1003.9
2023-10-06,13.3,25.6,0.90,1004.2
2023-10-07,11.9,25.2,0.00,1005.8
2023-10-08,11.7,24.5,2.10,1007.7
2023-10-09,10.9,23.4,0.00,1008.7
2023-10-10,9.5,20.5,0.00,1009.1
2023-10-11,8.8,18.4,0.00,1009.1
2023-10-12,8.6,19.8,0.00,1010.7
2023-10-13,7.2,16.6,0.10,1011.8
2023-10-14,8.7,18.4,0.30,1011.3
2023-10-15,11.0,22.3,0.00,1009.5
2023-10-16,10.8,21.2,0.00,1010.2
2023-10-17,14.2,29.2,0.50,1011.3
2023-10-18,9.1,23.4,1.10,1011.8
2023-10-19,14.9,32.0,0.10,1012.3
2023-10-20,16.8,34.2,0.00,1012.7
2023-10-21,16.6,33.8,0.00,1012.9
2023-10-22,19.9,40.3,0.80,1012.2
2023-10-23,21.6,40.3,35.40,1009.5
2023-10-24,24.4,47.2,15.40,1009.0
2023-10-25,9.3,24.8,1.00,1011.7
2023-10-26,11.5,24.8,1.30,1012.2
2023-10-27,12.0,25.2,0.00,1011.6
2023-10-28,9.4,16.9,0.00,1012.1
2023-10-29,12.1,25.2,0.00,1012.1
2023-10-30,13.5,25.6,0.00,1012.4
2023-10-31,13.2,28.1,0.00,1013.1
2023-11-01,12.3,25.9,0.00,1013.5
2023-11-02,11.0,24.1,0.30,1012.3
2023-11-03,10.9,19.4,3.00,1010.6
2023-11-04,12.1,25.6,17.50,1010.9
2023-11-05,7.6,19.1,1.20,1012.5
2023-11-06,13.0,28.1,0.20,1013.4
2023-11-07,12.8,24.5,0.00,1013.0
2023-11-08,11.2,22.7,0.00,1012.4
2023-11-09,11.9,23.8,0.00,1013.0
2023-11-10,11.2,23.8,0.00,1014.2
2023-11-11,10.1,22.7,0.00,1014.3
2023-11-12,13.8,28.8,0.00,1014.4
2023-11-13,14.5,29.5,0.00,1014.5
2023-11-14,17.3,34.6,0.00,1014.0
2023-11-15,20.6,40.3,0.00,1013.3
2023-11-16,24.8,45.4,32.10,1012.0
2023-11-17,25.8,48.2,0.00,1011.4
2023-11-18,14.3,29.5,0.60,1013.3
2023-11-19,16.8,34.6,0.00,1014.3
2023-11-20,16.3,33.1,0.00,1014.5
2023-11-21,9.6,22.3,3.00,1013.4
2023-11-22,12.2,24.5,0.00,1012.4
2023-11-23,11.2,23.0,0.00,1012.2
2023-11-24,13.2,26.3,0.00,1013.2
2023-11-25,15.3,31.3,0.00,1014.6
2023-11-26,14.0,29.2,0.00,1015.2
2023-11-27,10.4,20.9,0.00,1013.9
2023-11-28,11.2,22.7,0.00,1012.5
2023-11-29,10.2,21.6,0.00,1013.2
2023-11-30,12.3,26.3,0.00,1013.7
2023-12-01,18.6,37.4,0.00,1013.1
2023-12-02,20.4,40.3,0.00,1013.2
2023-12-03,18.6,37.4,0.00,1013.4
2023-12-04,15.8,31.3,0.10,1012.2
2023-12-05,16.5,31.0,1.20,1011.6
2023-12-06,22.4,44.6,8.60,1012.3
2023-12-07,19.8,38.5,0.70,1011.1
2023-12-08,14.8,30.2,0.00,1012.2
2023-12-09,11.8,25.9,0.00,1013.6
2023-12-10,11.3,25.2,0.00,1013.0
2023-12-11,11.5,23.8,0.00,1013.9
2023-12-12,10.9,23.0,0.00,1013.0
2023-12-13,8.4,16.2,0.00,1014.0
2023-12-14,11.4,21.6,0.00,1015.7
2023-12-15,12.6,27.4,0.00,1016.3
2023-12-16,12.0,26.3,0.00,1015.2
2023-12-17,14.6,30.6,0.00,1015.3
2023-12-18,12.6,27.0,0.00,1016.0
2023-12-19,15.1,31.3,0.00,1016.6
2023-12-20,14.3,31.0,0.00,1016.1
2023-12-21,10.0,21.6,0.00,1015.2
2023-12-22,9.8,19.8,0.00,1015.2
2023-12-23,11.3,22.7,0.00,1016.6
2023-12-24,9.2,16.9,0.00,1017.7
2023-12-25,9.8,20.2,0.00,1016.9
2023-12-26,12.8,25.2,0.00,1016.9
2023-12-27,9.5,18.0,0.00,1017.5
2023-12-28,10.5,22.0,0.00,1016.4
2023-12-29,13.3,26.6,0.00,1016.3
2023-12-30,12.2,27.0,0.00,1015.5
2023-12-31,13.0,27.4,0.00,1015.4
2024-01-01,10.8,24.1,0.00,1015.3
2024-01-02,12.3,28.1,0.00,1015.1
2024-01-03,14.5,31.0,0.00,1014.8
2024-01-04,13.1,28.8,0.00,1014.9
2024-01-05,15.8,32.4,0.00,1015.2
2024-01-06,15.3,32.8,0.00,1015.6
2024-01-07,14.9,31.7,0.00,1016.3
2024-01-08,17.1,35.6,0.00,1016.6
2024-01-09,12.5,27.4,0.00,1016.1
2024-01-10,11.2,24.5,0.00,1014.4
2024-01-11,14.6,31.3,0.00,1015.2
2024-01-12,13.4,28.1,0.00,1015.1
2024-01-13,14.2,29.5,0.00,1015.1
2024-01-14,10.6,23.8,0.00,1014.5
2024-01-15,12.6,26.6,0.00,1013.7
2024-01-16,12.2,24.8,1.20,1012.9
2024-01-17,10.1,23.4,2.60,1013.0
2024-01-18,17.4,34.6,2.10,1013.0
2024-01-19,16.1,31.7,0.00,1014.8
2024-01-20,13.3,28.1,0.00,1015.3
2024-01-21,10.1,24.1,5.60,1014.7
2024-01-22,15.8,33.8,0.50,1016.8
2024-01-23,13.1,29.5,0.00,1015.8
2024-01-24,15.9,31.3,25.90,1015.3
2024-01-25,17.3,34.6,0.10,1017.5
2024-01-26,12.1,27.0,0.00,1018.7
2024-01-27,12.0,25.2,0.00,1018.4
2024-01-28,10.1,20.5,0.00,1017.9
2024-01-29,9.7,21.6,0.00,1016.6
2024-01-30,14.4,29.5,0.00,1015.3
2024-01-31,13.8,28.4,0.00,1014.6
2024-02-01,16.0,32.8,0.00,1014.8
2024-02-02,14.9,32.8,9.90,1014.4
2024-02-03,11.9,24.8,1.10,1015.6
2024-02-04,13.9,28.8,0.30,1016.7
2024-02-05,13.0,26.6,0.00,1016.0
2024-02-06,18.2,36.4,0.00,1014.8
2024-02-07,15.3,31.0,0.00,1015.1
2024-02-08,16.1,32.8,0.20,1015.3
2024-02-09,17.9,36.7,0.00,1017.4
2024-02-10,11.8,26.6,0.00,1018.0
2024-02-11,11.5,26.6,0.00,1018.2
2024-02-12,11.6,25.9,0.00,1018.0
2024-02-13,10.4,23.8,0.00,1017.3
2024-02-14,12.6,27.4,0.00,1015.7
2024-02-15,13.1,28.8,0.00,1016.0
2024-02-16,13.7,28.4,0.00,1016.4
2024-02-17,15.8,33.8,0.00,1013.6
2024-02-18,15.9,32.0,3.90,1012.8
2024-02-19,16.2,35.3,0.20,1012.8
2024-02-20,16.2,33.1,0.00,1010.9
2024-02-21,18.9,37.4,0.40,1009.2
2024-02-22,24.5,47.9,0.00,1009.6
2024-02-23,15.7,29.2,0.00,1011.7
2024-02-24,13.1,28.4,6.20,1013.3
2024-02-25,16.1,33.5,4.50,1014.0
2024-02-26,16.3,35.3,0.00,1014.7
2024-02-27,15.2,32.4,0.00,1014.0
2024-02-28,14.0,29.2,0.00,1012.3
2024-02-29,12.1,31.3,1.20,1012.6
2024-03-01,14.1,30.6,0.70,1013.3
2024-03-02,18.1,37.4,0.00,1012.4
2024-03-03,13.4,29.5,0.00,1011.6
2024-03-04,17.1,37.8,0.00,1011.7
2024-03-05,16.5,34.9,0.20,1012.0
2024-03-06,13.1,30.6,7.00,1011.8
2024-03-07,14.8,31.0,4.90,1011.1
2024-03-08,15.8,32.0,0.30,1011.7
2024-03-09,16.9,34.9,0.00,1012.7
2024-03-10,13.7,29.2,0.20,1014.0
