latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.351492,86.65327,4.0,19800,Asia/Kolkata,GMT+5:30

time,wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),precipitation_sum (mm),surface_pressure_mean (hPa)
2010-01-01,17.7,37.8,0.00,1014.7
2010-01-02,15.1,31.7,0.00,1015.7
2010-01-03,12.9,28.1,0.00,1014.7
2010-01-04,10.1,26.6,0.00,1012.5
2010-01-05,16.4,35.3,0.00,1011.5
2010-01-06,15.9,32.8,0.00,1013.0
2010-01-07,18.6,38.2,0.00,1014.5
2010-01-08,15.4,31.7,0.00,1014.3
2010-01-09,13.7,29.5,0.00,1013.6
2010-01-10,14.5,27.4,0.00,1014.2
2010-01-11,16.0,33.8,0.00,1014.6
2010-01-12,11.6,24.8,0.00,1014.9
2010-01-13,10.8,24.8,0.00,1015.9
2010-01-14,8.8,23.0,0.50,1017.4
2010-01-15,18.4,38.2,0.00,1018.9
2010-01-16,14.0,31.3,0.00,1019.3
2010-01-17,13.4,29.9,0.00,1018.8
2010-01-18,9.3,24.5,0.00,1017.6
2010-01-19,10.2,21.2,0.00,1015.7
2010-01-20,12.7,26.6,0.00,1016.8
2010-01-21,16.1,34.6,0.00,1015.6
2010-01-22,13.6,30.6,0.00,1015.4
2010-01-23,10.5,27.7,0.00,1015.4
2010-01-24,11.6,25.2,0.00,1014.8
2010-01-25,10.5,22.3,0.00,1014.8
2010-01-26,11.2,24.8,0.00,1015.3
2010-01-27,11.3,24.8,0.00,1015.8
2010-01-28,13.6,26.6,0.00,1016.2
2010-01-29,13.5,29.2,0.00,1015.6
2010-01-30,12.8,31.3,0.00,1014.9
2010-01-31,12.6,26.3,0.00,1015.5
2010-02-01,13.0,28.8,0.00,1015.0
2010-02-02,13.7,30.6,0.00,1014.0
2010-02-03,13.7,29.5,0.00,1013.7
2010-02-04,12.8,28.1,0.10,1014.5
2010-02-05,13.6,28.4,0.00,1015.0
2010-02-06,13.2,29.5,0.00,1015.7
2010-02-07,15.4,30.2,0.00,1014.7
2010-02-08,14.1,30.6,0.00,1012.1
2010-02-09,17.3,37.1,0.00,1011.4
2010-02-10,13.1,31.7,0.00,1012.3
2010-02-11,12.8,29.5,0.00,1014.4
2010-02-12,13.7,30.6,0.00,1014.6
2010-02-13,16.0,34.2,0.00,1012.5
2010-02-14,17.0,35.3,0.00,1011.1
2010-02-15,15.9,33.8,0.00,1012.0
2010-02-16,13.4,30.6,0.00,1012.8
2010-02-17,18.3,35.3,0.00,1012.0
2010-02-18,17.3,35.6,0.00,1012.4
2010-02-19,12.7,32.0,0.00,1013.6
2010-02-20,17.7,36.4,0.10,1013.4
2010-02-21,17.4,37.1,0.00,1013.1
2010-02-22,15.9,33.5,0.00,1012.8
2010-02-23,19.1,38.9,0.00,1010.4
2010-02-24,24.6,46.1,0.00,1008.2
2010-02-25,19.0,34.6,0.00,1009.1
2010-02-26,15.2,32.0,0.50,1011.0
2010-02-27,16.5,34.9,0.00,1010.5
2010-02-28,17.3,34.9,0.00,1010.6
2010-03-01,20.3,41.4,0.00,1011.1
2010-03-02,20.3,41.4,0.00,1009.7
2010-03-03,22.2,45.4,0.00,1007.6
2010-03-04,22.5,44.3,0.00,1007.5
2010-03-05,22.1,45.4,0.00,1007.5
2010-03-06,18.4,34.9,0.00,1008.6
2010-03-07,18.0,38.5,0.00,1010.0
2010-03-08,16.3,32.4,0.00,1010.6
2010-03-09,13.8,30.6,0.00,1013.0
2010-03-10,16.5,33.8,0.00,1013.7
2010-03-11,17.4,37.1,0.00,1014.7
2010-03-12,16.6,36.4,0.50,1014.2
2010-03-13,16.5,35.6,0.00,1011.4
2010-03-14,20.2,40.0,0.30,1008.7
2010-03-15,20.7,36.4,0.00,1008.8
2010-03-16,17.5,39.6,0.00,1010.6
2010-03-17,15.1,37.4,0.00,1013.3
2010-03-18,14.7,32.8,0.00,1014.2
2010-03-19,17.3,33.8,0.00,1011.0
2010-03-20,15.5,33.5,0.00,1009.5
2010-03-21,19.4,38.9,0.00,1007.4
2010-03-22,22.7,46.1,0.00,1004.4
2010-03-23,26.3,52.2,0.00,1003.3
2010-03-24,26.6,52.6,0.00,1004.9
2010-03-25,22.8,46.8,0.00,1006.3
2010-03-26,23.9,46.8,0.00,1006.6
2010-03-27,25.6,51.8,0.00,1007.6
2010-03-28,26.6,53.6,0.30,1007.4
2010-03-29,26.5,52.2,0.00,1007.2
2010-03-30,29.5,54.7,0.00,1006.0
2010-03-31,31.3,61.2,0.00,1004.8
2010-04-01,25.2,48.6,0.00,1004.2
2010-04-02,26.4,50.0,0.00,1005.5
2010-04-03,23.9,48.6,0.00,1007.2
2010-04-04,25.8,52.6,0.00,1007.8
2010-04-05,22.3,41.8,0.00,1006.5
2010-04-06,23.1,45.4,0.00,1006.6
2010-04-07,21.1,43.2,0.00,1009.0
2010-04-08,20.9,41.8,0.00,1009.8
2010-04-09,22.5,42.8,0.00,1006.0
2010-04-10,25.9,50.4,0.00,1002.9
2010-04-11,26.6,52.2,0.00,1003.3
2010-04-12,28.3,54.7,0.00,1004.2
2010-04-13,27.6,54.4,0.00,1004.1
2010-04-14,27.3,53.3,0.00,1004.9
2010-04-15,22.0,46.1,0.00,1007.9
2010-04-16,25.7,50.8,0.00,1007.6
2010-04-17,30.6,60.1,0.00,1006.6
2010-04-18,30.9,58.0,0.00,1005.1
2010-04-19,35.9,69.5,0.00,1002.8
2010-04-20,28.8,58.7,0.00,1001.0
2010-04-21,30.4,60.5,0.00,1002.5
2010-04-22,26.9,55.1,0.00,1004.0
2010-04-23,27.2,53.3,0.00,1005.7
2010-04-24,26.8,53.6,0.00,1005.1
2010-04-25,27.1,53.3,0.00,1005.3
2010-04-26,27.0,54.0,0.00,1008.2
2010-04-27,25.6,50.0,0.00,1009.1
2010-04-28,27.6,54.0,0.00,1007.9
2010-04-29,25.6,51.8,0.00,1007.9
2010-04-30,22.2,47.2,0.00,1008.0
2010-05-01,22.2,45.4,0.00,1007.8
2010-05-02,18.1,38.5,0.00,1006.1
2010-05-03,22.5,47.9,0.00,1005.0
2010-05-04,23.7,49.7,1.80,1004.2
2010-05-05,21.0,43.2,0.80,1003.9
2010-05-06,18.1,39.2,0.40,1004.4
2010-05-07,21.3,41.4,0.00,1004.3
2010-05-08,21.7,45.4,0.00,1003.4
2010-05-09,26.1,47.9,0.00,1001.6
2010-05-10,27.0,48.6,0.00,1001.4
2010-05-11,27.3,54.7,0.00,1001.6
2010-05-12,31.3,61.9,0.00,1002.0
2010-05-13,27.5,52.2,0.00,1002.6
2010-05-14,29.0,54.4,0.00,1002.7
2010-05-15,24.7,50.8,0.00,1002.8
2010-05-16,25.6,51.8,0.00,1002.7
2010-05-17,23.1,46.8,0.00,1003.9
2010-05-18,18.8,41.0,0.10,1005.1
2010-05-19,17.8,45.0,3.30,1004.4
2010-05-20,21.3,45.7,0.90,1003.8
2010-05-21,18.7,43.6,10.70,1004.9
2010-05-22,19.6,44.3,10.60,1004.5
2010-05-23,19.6,41.4,44.90,1002.1
2010-05-24,13.3,26.6,0.00,999.0
2010-05-25,30.6,56.9,0.00,996.9
2010-05-26,24.9,44.6,0.00,995.6
2010-05-27,18.4,37.8,0.00,997.5
2010-05-28,13.8,31.0,0.00,1000.7
2010-05-29,17.6,37.8,0.00,1001.4
2010-05-30,20.8,43.2,0.00,1001.1
2010-05-31,28.4,51.8,0.00,1000.8
2010-06-01,23.8,46.8,0.00,1002.1
2010-06-02,25.1,50.0,0.00,1003.0
2010-06-03,24.7,49.7,0.00,1003.3
2010-06-04,24.5,48.6,0.00,1002.5
2010-06-05,16.9,34.9,0.00,999.7
2010-06-06,16.3,36.4,0.00,998.4
2010-06-07,17.8,39.6,0.00,1000.3
2010-06-08,19.4,40.3,0.00,1001.6
2010-06-09,18.3,38.2,0.50,1002.2
2010-06-10,15.1,33.1,0.30,1002.7
2010-06-11,16.1,34.6,3.00,1002.1
2010-06-12,15.6,32.0,8.20,1001.6
2010-06-13,18.2,40.3,17.70,1001.8
2010-06-14,20.3,36.7,14.60,1001.2
2010-06-15,24.3,44.6,0.20,1001.1
2010-06-16,26.0,46.8,1.20,1000.9
2010-06-17,20.3,42.8,5.20,1001.7
2010-06-18,21.5,40.0,4.50,1002.1
2010-06-19,29.1,56.5,4.70,1002.9
2010-06-20,25.5,49.0,2.60,1003.3
2010-06-21,18.9,39.6,1.00,1001.6
2010-06-22,18.4,38.9,0.00,999.0
2010-06-23,16.6,38.9,4.80,998.5
2010-06-24,16.2,32.4,76.30,996.9
2010-06-25,19.6,37.8,43.10,996.6
2010-06-26,19.5,37.4,54.30,998.7
2010-06-27,25.9,50.8,1.00,1000.8
2010-06-28,25.0,47.5,3.10,1000.8
2010-06-29,20.4,41.4,6.90,999.7
2010-06-30,15.7,28.1,24.40,999.9
2010-07-01,12.1,25.9,9.50,999.3
2010-07-02,16.7,34.9,10.00,999.0
2010-07-03,26.3,49.0,6.40,1001.1
2010-07-04,18.7,38.5,6.90,1003.3
2010-07-05,14.9,36.0,7.70,1003.9
2010-07-06,24.6,49.3,8.70,1003.0
2010-07-07,24.6,50.4,1.30,1005.2
2010-07-08,25.1,50.4,0.10,1005.8
2010-07-09,20.9,39.2,2.10,1003.8
2010-07-10,23.6,43.2,5.10,1002.8
2010-07-11,22.9,42.8,25.10,1002.5
2010-07-12,18.9,38.2,10.60,1001.9
2010-07-13,18.0,36.0,0.40,1001.4
2010-07-14,13.2,29.9,11.40,1000.8
2010-07-15,13.3,32.4,1.90,1000.9
2010-07-16,17.6,35.3,1.80,1000.8
2010-07-17,19.2,40.3,0.10,1001.9
2010-07-18,17.9,37.1,0.40,1002.0
2010-07-19,19.4,38.5,0.30,1001.2
2010-07-20,14.3,30.6,3.90,1001.2
2010-07-21,15.6,34.6,2.10,1001.3
2010-07-22,19.1,37.8,7.70,1000.7
2010-07-23,16.8,33.5,22.10,998.6
2010-07-24,18.2,36.7,47.20,995.0
2010-07-25,26.7,50.0,141.30,992.0
2010-07-26,23.9,49.7,0.40,997.7
2010-07-27,11.6,23.0,11.70,1001.1
2010-07-28,14.7,34.6,0.30,1000.5
2010-07-29,18.8,37.8,2.50,999.2
2010-07-30,22.5,39.6,9.60,1000.5
2010-07-31,22.5,40.0,10.10,1001.9
2010-08-01,17.7,31.7,4.60,1002.0
2010-08-02,10.8,22.3,15.60,1001.4
2010-08-03,11.2,25.9,6.90,1000.1
2010-08-04,14.1,32.0,5.20,998.1
2010-08-05,18.2,33.5,7.40,996.3
2010-08-06,31.8,67.3,5.10,1000.9
2010-08-07,21.6,43.2,1.00,1002.9
2010-08-08,12.8,25.2,1.50,1002.3
2010-08-09,10.6,26.6,5.10,1001.4
2010-08-10,7.9,24.5,9.00,1001.4
2010-08-11,11.5,27.4,1.40,1002.0
2010-08-12,13.8,31.7,2.80,1002.5
2010-08-13,18.5,38.9,3.30,1002.7
2010-08-14,20.3,39.2,11.40,1002.9
2010-08-15,18.1,36.0,8.70,1004.6
2010-08-16,18.4,38.2,1.80,1005.3
2010-08-17,15.9,34.9,0.90,1003.2
2010-08-18,18.4,37.8,0.10,1002.6
2010-08-19,15.5,32.0,3.90,1005.0
2010-08-20,13.4,30.2,12.60,1007.3
2010-08-21,17.1,37.1,1.20,1005.8
2010-08-22,13.3,28.4,1.20,1004.1
2010-08-23,12.4,29.5,0.20,1002.6
2010-08-24,14.6,31.7,1.10,1002.0
2010-08-25,17.7,37.8,4.50,1002.9
2010-08-26,21.2,42.8,17.80,1003.4
2010-08-27,20.9,40.7,13.20,1003.2
2010-08-28,16.8,34.9,13.40,1002.9
2010-08-29,16.9,35.6,29.70,1001.2
2010-08-30,20.7,44.3,13.10,999.8
2010-08-31,18.6,40.0,1.00,1000.3
2010-09-01,16.0,29.5,0.30,1002.0
2010-09-02,13.5,31.0,0.50,1002.8
2010-09-03,17.6,36.4,2.70,1002.1
2010-09-04,17.0,33.5,3.90,1000.4
2010-09-05,19.8,34.9,3.40,1000.4
2010-09-06,12.0,23.4,5.70,999.5
2010-09-07,19.1,42.5,26.10,999.0
2010-09-08,18.9,39.2,4.30,1001.4
2010-09-09,20.8,42.5,2.20,1004.3
2010-09-10,15.9,33.8,6.10,1003.9
2010-09-11,16.3,34.2,4.00,1004.0
2010-09-12,9.5,28.1,10.80,1004.8
2010-09-13,11.7,25.9,9.00,1003.6
2010-09-14,12.2,24.5,3.40,1002.4
2010-09-15,12.7,29.5,5.10,1002.0
2010-09-16,13.8,28.1,7.40,1002.0
2010-09-17,14.8,30.2,17.10,1001.1
2010-09-18,23.7,49.7,11.70,1001.1
2010-09-19,18.9,38.9,2.50,1004.0
2010-09-20,14.5,32.0,4.70,1006.4
2010-09-21,13.2,30.6,0.90,1007.2
2010-09-22,11.6,27.4,3.50,1006.8
2010-09-23,7.6,23.4,4.50,1005.7
2010-09-24,9.4,23.4,5.50,1005.1
2010-09-25,11.2,26.6,0.40,1006.4
2010-09-26,13.0,29.2,0.10,1008.3
2010-09-27,13.2,29.5,2.40,1008.7
2010-09-28,11.2,23.0,5.70,1008.3
2010-09-29,8.9,19.8,8.10,1008.2
2010-09-30,12.4,29.9,0.30,1007.7
2010-10-01,12.1,27.7,5.90,1007.2
2010-10-02,7.8,24.1,5.80,1007.1
2010-10-03,7.4,19.1,0.00,1007.0
2010-10-04,9.4,23.8,0.30,1005.7
2010-10-05,14.3,39.6,16.30,1004.6
2010-10-06,17.7,31.0,21.10,1002.8
2010-10-07,15.8,32.8,32.00,1000.2
2010-10-08,15.0,29.2,17.90,1001.1
2010-10-09,11.5,23.4,1.70,1002.6
2010-10-10,10.0,25.2,0.40,1003.1
2010-10-11,10.5,29.5,0.00,1005.4
2010-10-12,11.3,30.2,0.50,1006.5
2010-10-13,16.1,32.8,7.50,1005.4
2010-10-14,25.1,39.6,29.20,1002.2
2010-10-15,31.5,57.6,14.20,999.1
2010-10-16,23.0,46.1,1.50,1003.3
2010-10-17,15.5,38.2,3.30,1006.4
2010-10-18,7.6,20.5,0.80,1007.7
2010-10-19,8.0,18.7,0.10,1007.7
2010-10-20,7.6,19.1,0.00,1006.6
2010-10-21,9.7,19.4,5.10,1004.1
2010-10-22,12.0,25.9,11.50,1002.9
2010-10-23,10.0,25.2,4.40,1004.1
2010-10-24,10.8,24.8,20.40,1006.0
2010-10-25,7.4,19.1,0.30,1008.2
2010-10-26,5.9,14.8,0.00,1009.7
2010-10-27,7.6,19.8,0.10,1010.6
2010-10-28,12.6,25.9,0.00,1010.8
2010-10-29,16.4,33.8,0.40,1011.9
2010-10-30,18.6,39.2,0.20,1012.9
2010-10-31,11.3,26.6,11.10,1012.3
2010-11-01,16.3,27.7,3.70,1010.2
2010-11-02,18.6,36.7,0.40,1011.0
2010-11-03,17.6,37.4,0.60,1012.4
2010-11-04,17.3,35.3,0.00,1012.2
2010-11-05,16.1,33.1,0.00,1011.3
2010-11-06,19.8,39.2,0.10,1010.3
2010-11-07,22.1,43.6,6.30,1010.5
2010-11-08,14.8,31.3,39.40,1012.4
2010-11-09,8.5,18.7,1.10,1014.3
2010-11-10,7.2,15.8,0.00,1012.8
2010-11-11,8.6,18.4,0.00,1010.8
2010-11-12,9.6,23.8,2.60,1008.1
2010-11-13,6.4,18.4,0.60,1008.6
2010-11-14,9.0,20.9,1.20,1012.3
2010-11-15,14.0,29.2,0.00,1013.6
2010-11-16,9.4,22.7,0.00,1012.2
2010-11-17,7.2,15.5,0.00,1012.1
2010-11-18,7.2,15.8,0.00,1012.4
2010-11-19,8.9,17.6,0.00,1010.8
2010-11-20,11.4,25.2,0.20,1008.3
2010-11-21,8.9,22.7,1.20,1008.4
2010-11-22,12.0,25.9,0.00,1009.5
2010-11-23,8.4,18.4,0.00,1010.1
2010-11-24,7.7,12.2,0.00,1011.1
2010-11-25,7.6,14.4,0.00,1011.5
2010-11-26,8.3,15.8,0.00,1010.1
2010-11-27,7.7,20.2,0.70,1009.8
2010-11-28,10.2,23.8,0.40,1011.4
2010-11-29,6.5,18.4,0.00,1011.9
2010-11-30,13.9,29.5,0.10,1010.9
2010-12-01,16.3,34.2,0.00,1011.4
2010-12-02,17.0,36.0,0.00,1012.2
2010-12-03,18.0,36.7,0.00,1012.2
2010-12-04,18.7,36.7,0.00,1010.7
2010-12-05,18.8,35.6,2.00,1009.9
2010-12-06,19.7,36.7,29.70,1010.4
2010-12-07,18.9,37.8,6.80,1009.9
2010-12-08,15.6,31.3,46.70,1008.9
2010-12-09,11.8,24.8,1.20,1006.8
2010-12-10,15.8,30.2,2.10,1006.0
2010-12-11,8.2,24.8,0.00,1006.0
2010-12-12,9.7,27.0,0.60,1006.3
2010-12-13,14.6,29.5,1.50,1009.2
2010-12-14,13.0,27.4,0.40,1010.8
2010-12-15,14.7,32.0,0.00,1012.2
2010-12-16,9.9,25.2,0.00,1012.2
2010-12-17,10.1,23.4,0.00,1012.3
2010-12-18,11.5,27.4,0.00,1012.8
2010-12-19,17.9,37.8,0.00,1014.8
2010-12-20,17.2,34.6,0.00,1015.5
2010-12-21,10.0,24.5,0.00,1013.1
2010-12-22,11.1,19.1,0.00,1010.5
2010-12-23,10.2,16.9,0.00,1011.4
2010-12-24,10.4,14.8,0.00,1011.9
2010-12-25,9.9,15.5,0.00,1011.7
2010-12-26,8.9,21.2,0.00,1012.7
2010-12-27,9.1,23.8,0.00,1013.3
2010-12-28,9.1,24.5,0.00,1013.7
2010-12-29,9.8,23.8,0.00,1013.6
2010-12-30,10.5,18.7,0.00,1012.5
2010-12-31,10.0,18.7,0.00,1010.9
2011-01-01,8.9,20.5,0.00,1009.4
2011-01-02,19.7,38.5,0.00,1011.6
2011-01-03,17.6,36.0,0.00,1013.6
2011-01-04,17.4,33.8,0.00,1013.6
2011-01-05,17.0,31.7,0.00,1012.5
2011-01-06,17.3,35.6,0.00,1013.5
2011-01-07,18.9,36.4,0.00,1013.3
2011-01-08,16.4,35.3,0.00,1011.6
2011-01-09,12.2,27.4,0.00,1010.7
2011-01-10,11.6,25.9,0.00,1010.6
2011-01-11,15.3,30.6,0.00,1011.6
2011-01-12,10.4,18.4,0.00,1011.2
2011-01-13,10.0,14.4,0.00,1011.8
2011-01-14,9.9,19.1,0.00,1012.5
2011-01-15,10.7,23.0,0.00,1013.3
2011-01-16,15.6,33.1,0.00,1010.4
2011-01-17,11.7,26.3,0.00,1011.2
2011-01-18,9.7,20.5,0.00,1011.6
2011-01-19,14.2,30.6,0.00,1010.4
2011-01-20,10.4,24.1,0.00,1012.6
2011-01-21,13.3,29.5,0.00,1013.3
2011-01-22,9.8,22.0,0.00,1014.3
2011-01-23,11.3,24.5,0.00,1015.5
2011-01-24,10.8,22.7,0.00,1014.9
2011-01-25,10.4,22.7,0.00,1014.8
2011-01-26,9.9,20.9,0.00,1015.8
2011-01-27,10.8,23.8,0.00,1015.6
2011-01-28,14.0,29.5,0.00,1015.1
2011-01-29,12.2,27.4,0.00,1013.9
2011-01-30,12.8,28.4,0.00,1014.0
2011-01-31,8.2,17.3,0.00,1013.9
2011-02-01,14.1,31.3,0.00,1014.5
2011-02-02,12.9,25.2,0.00,1014.6
2011-02-03,11.7,24.8,0.00,1014.4
2011-02-04,12.1,24.8,0.00,1013.5
2011-02-05,10.7,22.7,0.00,1012.6
2011-02-06,11.3,24.8,0.00,1012.2
2011-02-07,14.5,29.9,0.00,1010.7
2011-02-08,15.9,31.0,0.00,1007.9
2011-02-09,13.8,29.2,0.00,1007.7
2011-02-10,15.5,31.7,0.00,1010.4
2011-02-11,13.7,27.7,0.00,1011.7
2011-02-12,14.5,31.0,0.00,1010.5
2011-02-13,13.9,28.4,0.00,1009.1
2011-02-14,15.4,31.7,0.00,1008.6
2011-02-15,17.3,35.3,0.00,1009.9
2011-02-16,21.0,43.2,0.00,1010.8
2011-02-17,13.7,28.4,0.00,1010.6
2011-02-18,11.8,31.7,0.60,1011.0
2011-02-19,13.8,32.4,0.50,1012.9
2011-02-20,15.1,32.4,1.00,1013.6
2011-02-21,16.4,34.9,36.60,1013.4
2011-02-22,11.5,25.9,0.00,1014.1
2011-02-23,9.7,24.1,0.00,1014.1
2011-02-24,12.2,25.6,0.00,1012.4
2011-02-25,14.5,30.2,0.00,1010.2
2011-02-26,12.2,26.3,0.00,1011.1
2011-02-27,10.2,23.8,0.00,1013.0
2011-02-28,15.3,34.2,0.00,1013.7
2011-03-01,10.8,26.3,0.00,1012.0
2011-03-02,13.2,27.0,0.00,1011.2
2011-03-03,13.7,28.8,0.00,1010.8
2011-03-04,13.4,28.4,0.00,1009.8
2011-03-05,14.5,29.2,0.00,1009.5
2011-03-06,13.4,25.9,0.00,1010.8
2011-03-07,14.8,29.2,0.00,1011.3
2011-03-08,13.9,26.3,0.00,1009.3
2011-03-09,17.8,37.1,0.00,1009.4
2011-03-10,18.0,37.1,0.00,1010.2
2011-03-11,18.4,39.2,0.00,1010.0
2011-03-12,15.3,34.6,0.00,1010.4
2011-03-13,15.7,31.0,0.00,1010.3
2011-03-14,17.1,34.9,0.20,1009.5
2011-03-15,13.4,30.6,7.20,1009.5
2011-03-16,12.1,27.7,0.00,1008.5
2011-03-17,19.1,38.2,0.00,1009.3
2011-03-18,24.4,48.6,0.00,1007.9
2011-03-19,25.9,51.5,0.00,1005.6
2011-03-20,26.6,52.6,0.00,1005.5
2011-03-21,26.1,50.4,0.00,1006.5
2011-03-22,21.3,42.5,0.00,1007.5
2011-03-23,17.2,36.4,0.00,1008.8
2011-03-24,22.1,42.5,0.00,1009.0
2011-03-25,18.6,40.0,0.00,1009.6
2011-03-26,17.9,37.1,0.00,1009.3
2011-03-27,19.3,37.8,1.50,1008.9
2011-03-28,20.0,40.0,0.00,1008.4
2011-03-29,21.8,45.4,0.00,1008.8
2011-03-30,29.4,56.2,0.00,1008.0
2011-03-31,26.9,49.0,0.80,1007.7
2011-04-01,21.3,42.8,0.00,1008.3
2011-04-02,21.3,42.1,0.00,1008.5
2011-04-03,20.6,42.1,0.00,1008.2
2011-04-04,21.9,43.2,0.00,1008.2
2011-04-05,8.7,24.8,7.80,1010.8
2011-04-06,13.4,28.8,0.00,1010.7
2011-04-07,16.2,32.0,0.00,1010.5
2011-04-08,16.9,35.3,0.00,1010.2
2011-04-09,18.0,39.6,0.30,1010.8
2011-04-10,13.2,33.8,0.30,1012.2
2011-04-11,15.9,34.6,0.00,1010.4
2011-04-12,16.3,34.6,0.00,1009.3
2011-04-13,16.9,34.2,0.00,1009.1
2011-04-14,16.9,34.9,0.30,1008.3
2011-04-15,18.9,38.9,0.80,1007.3
2011-04-16,19.3,37.1,0.00,1008.4
2011-04-17,18.5,41.8,0.00,1008.5
2011-04-18,21.8,41.4,0.00,1005.9
2011-04-19,14.6,40.0,9.60,1006.4
2011-04-20,17.2,34.9,0.30,1007.0
2011-04-21,17.1,36.0,0.70,1007.9
2011-04-22,13.8,32.0,2.00,1008.3
2011-04-23,17.8,37.1,0.30,1007.3
2011-04-24,19.3,43.2,2.70,1007.4
2011-04-25,18.4,38.5,2.20,1007.9
2011-04-26,11.7,29.5,6.50,1008.6
2011-04-27,10.6,26.3,0.90,1006.2
2011-04-28,14.5,33.1,3.50,1004.3
2011-04-29,13.1,29.2,0.90,1004.6
2011-04-30,13.3,31.3,0.00,1006.4
2011-05-01,18.4,40.0,0.00,1006.2
2011-05-02,22.1,44.6,0.00,1004.8
2011-05-03,22.4,43.9,0.00,1003.5
2011-05-04,23.4,47.9,0.10,1003.8
2011-05-05,18.7,38.5,0.20,1004.4
2011-05-06,16.2,37.8,0.80,1004.4
2011-05-07,18.1,34.6,5.60,1003.2
2011-05-08,13.7,29.9,5.10,1002.5
2011-05-09,18.7,38.2,0.00,1002.2
2011-05-10,22.6,45.0,0.00,1001.5
2011-05-11,20.6,41.0,0.00,1001.0
2011-05-12,20.9,42.1,0.00,1001.8
2011-05-13,21.9,44.6,0.00,1002.6
2011-05-14,23.9,46.8,0.00,1003.3
2011-05-15,22.7,45.4,0.00,1005.3
2011-05-16,22.4,44.6,0.20,1008.0
2011-05-17,21.7,44.6,0.30,1007.4
2011-05-18,26.3,52.9,0.00,1005.2
2011-05-19,28.1,58.0,0.00,1003.3
2011-05-20,32.9,67.3,0.00,1001.5
2011-05-21,30.8,59.8,0.00,1000.3
2011-05-22,24.3,50.4,0.00,1001.7
2011-05-23,18.9,44.3,0.00,1002.4
2011-05-24,25.0,49.3,0.00,1002.4
2011-05-25,21.7,43.6,0.00,1001.9
2011-05-26,20.0,43.2,0.40,1002.5
2011-05-27,12.3,31.0,2.90,1002.9
2011-05-28,11.4,30.2,6.00,1001.8
2011-05-29,15.0,38.2,2.30,1001.9
2011-05-30,19.4,42.1,0.00,1001.2
2011-05-31,23.8,45.0,0.00,1000.1
2011-06-01,16.9,37.4,0.00,1000.8
2011-06-02,19.9,40.3,0.00,1003.2
2011-06-03,21.2,42.5,0.00,1003.7
2011-06-04,18.2,37.4,0.10,1002.2
2011-06-05,16.7,37.8,1.30,1002.2
2011-06-06,16.9,38.2,0.60,1002.5
2011-06-07,14.2,31.0,2.40,1001.8
2011-06-08,16.2,29.9,10.60,1000.3
2011-06-09,20.4,38.9,0.00,999.3
2011-06-10,20.1,42.1,0.00,998.9
2011-06-11,18.1,34.9,5.70,998.6
2011-06-12,15.1,32.0,18.20,999.5
2011-06-13,19.6,29.5,15.10,999.1
2011-06-14,13.6,41.8,8.00,997.8
2011-06-15,21.3,47.5,66.90,996.4
2011-06-16,23.8,44.6,63.70,994.8
2011-06-17,30.1,50.0,29.30,994.5
2011-06-18,28.3,61.9,44.30,994.0
2011-06-19,21.6,44.3,0.00,994.4
2011-06-20,20.1,37.4,10.00,996.8
2011-06-21,13.8,30.6,7.10,998.6
2011-06-22,18.7,37.4,4.30,998.6
2011-06-23,19.3,40.0,4.10,998.6
2011-06-24,18.5,31.7,5.10,997.7
2011-06-25,14.2,29.5,4.00,997.1
2011-06-26,17.5,41.0,0.90,997.3
2011-06-27,17.7,35.6,4.10,997.8
2011-06-28,17.4,38.9,1.40,998.2
2011-06-29,17.7,36.0,5.30,1000.2
2011-06-30,17.9,39.6,3.70,1001.2
2011-07-01,15.5,34.9,1.40,1001.1
2011-07-02,19.7,40.3,1.30,1000.6
2011-07-03,17.2,33.1,4.50,1001.0
2011-07-04,10.6,30.2,12.80,1002.4
2011-07-05,17.3,34.6,0.30,1002.2
2011-07-06,20.5,40.7,7.20,1002.2
2011-07-07,23.7,52.2,3.30,1003.9
2011-07-08,22.4,45.7,2.90,1005.9
2011-07-09,16.9,33.8,16.40,1003.8
2011-07-10,14.0,37.1,7.10,1001.3
2011-07-11,12.7,29.5,3.70,999.1
2011-07-12,15.1,32.4,9.10,997.6
2011-07-13,13.8,31.0,1.90,997.4
2011-07-14,24.7,48.6,1.20,997.0
2011-07-15,24.0,45.4,5.10,997.5
2011-07-16,18.9,36.0,23.70,997.7
2011-07-17,16.4,34.9,18.00,997.6
2011-07-18,21.1,41.4,10.10,998.6
2011-07-19,21.4,43.2,13.30,998.2
2011-07-20,20.9,38.9,18.00,996.7
2011-07-21,24.2,44.3,4.60,996.4
2011-07-22,27.3,59.0,2.20,998.1
2011-07-23,15.8,34.2,1.00,1000.3
2011-07-24,13.8,31.0,9.70,1001.5
2011-07-25,15.1,32.8,3.30,1004.1
2011-07-26,13.4,31.7,2.00,1005.5
2011-07-27,13.7,30.6,1.40,1004.2
2011-07-28,13.8,33.5,0.90,1002.2
2011-07-29,13.3,31.7,0.40,1001.6
2011-07-30,11.9,28.8,3.20,1000.1
2011-07-31,13.7,30.2,0.80,998.7
2011-08-01,10.5,28.1,2.80,997.8
2011-08-02,11.9,31.0,19.80,998.3
2011-08-03,15.7,29.2,11.50,998.7
